name,B_hs_engaged,C_hs_engaged,all_hs_engaged,iplddt,pae,pde
binder00057_CD20_46-217,0.2325581395348837,0.6976744186046512,0.4651162790697674,0.8016233064234257,18.122777445147737,12.869660382318978
binder00058_CD20_46-217,0.5581395348837209,0.2325581395348837,0.3953488372093023,0.8758520172989886,17.73254773965696,12.206471286168911
binder00059_CD20_46-217,0.2325581395348837,0.627906976744186,0.4302325581395348,0.8331505314509073,15.51593591390031,10.480608219511051
binder00060_CD20_46-217,0.6511627906976745,0.1395348837209302,0.3953488372093023,0.8220591282143312,18.796699490598453,13.420690126316522
binder00061_CD20_46-217,0.1627906976744186,0.5813953488372093,0.3720930232558139,0.8303488203973481,17.720510809179295,12.361436349185391
binder00062_CD20_46-217,0.5581395348837209,0.2093023255813953,0.3837209302325581,0.8763578644820622,13.931581773256,9.909092822827793
binder00063_CD20_46-217,0.7441860465116279,0.1627906976744186,0.4534883720930232,0.7949658051917428,18.860079786565045,13.7267269710503
binder00064_CD20_46-217,0.1395348837209302,0.627906976744186,0.3837209302325581,0.7840975477145269,18.87972545897824,13.599470949721065
binder00065_CD20_46-217,0.2325581395348837,0.7441860465116279,0.4883720930232558,0.7876774741382133,16.09381096583631,11.233582238268747
binder00066_CD20_46-217,0.4883720930232558,0.0,0.2441860465116279,0.8833639507110302,17.1710798857642,12.235786015870142
binder00067_CD20_46-217,0.1162790697674418,0.6744186046511628,0.3953488372093023,0.790519548787011,18.37233791249321,12.831607043424391
binder00068_CD20_46-217,0.6976744186046512,0.2093023255813953,0.4534883720930232,0.843821220844984,16.893888841116482,11.711290527545408
binder00069_CD20_46-217,0.7441860465116279,0.1860465116279069,0.4651162790697674,0.8356516771502309,20.05510172699437,14.06230067793941
binder00070_CD20_46-217,0.5348837209302325,0.2325581395348837,0.3837209302325581,0.8108157889166875,18.21132349837673,12.053450177927486
binder00071_CD20_46-217,0.6046511627906976,0.1627906976744186,0.3837209302325581,0.7921345644706005,11.95195713137636,8.138880892555312
binder00072_CD20_46-217,0.6744186046511628,0.1162790697674418,0.3953488372093023,0.8769307604857853,17.974333619496907,12.79027229332062
binder00073_CD20_46-217,0.627906976744186,0.2325581395348837,0.4302325581395348,0.818091639562657,18.26354304305068,12.832949436462677
binder00074_CD20_46-217,0.6976744186046512,0.2325581395348837,0.4651162790697674,0.8126078775295844,17.50815474737638,12.213700889044723
binder00075_CD20_46-217,0.7209302325581395,0.2325581395348837,0.4767441860465116,0.7783013589588212,18.23243495517307,12.538328350914847
binder00076_CD20_46-217,0.7441860465116279,0.1860465116279069,0.4651162790697674,0.8030305608113607,19.755135094194102,13.874102575049552
binder00077_CD20_46-217,0.1860465116279069,0.6744186046511628,0.4302325581395348,0.7576508023845616,20.37134085187487,14.508046818386976
binder00078_CD20_46-217,0.5813953488372093,0.1627906976744186,0.3720930232558139,0.7775477335072946,15.407420119723758,10.775083044412971
binder00079_CD20_46-217,0.0232558139534883,0.5813953488372093,0.3023255813953488,0.8622819866452899,13.815580780003346,9.318550894860508
binder00080_CD20_46-217,0.5581395348837209,0.0930232558139534,0.3255813953488372,0.7824113710838205,4.609309972642542,2.9408619502088524
binder00081_CD20_46-217,0.0930232558139534,0.6976744186046512,0.3953488372093023,0.8109300390762442,18.126733934692066,12.688944616866983
binder00082_CD20_46-217,0.1395348837209302,0.4883720930232558,0.313953488372093,0.8646376969521505,13.627245947030874,9.241182114527776
binder00083_CD20_46-217,0.6046511627906976,0.1627906976744186,0.3837209302325581,0.8098671313594369,18.26753889107556,13.171800708178408
binder00084_CD20_46-217,0.1162790697674418,0.6976744186046512,0.4069767441860465,0.8704601645469665,17.62985415529148,12.242331824279184
binder00085_CD20_46-217,0.1395348837209302,0.6511627906976745,0.3953488372093023,0.8656910972935813,17.2111278725736,12.263368180344225
binder00086_CD20_46-217,0.627906976744186,0.1162790697674418,0.3720930232558139,0.7658921056899471,19.177531398752684,13.99650212257139
binder00087_CD20_46-217,0.5116279069767442,0.1162790697674418,0.313953488372093,0.8093809901721893,14.281305446511222,9.681649565696716
binder00088_CD20_46-217,0.5581395348837209,0.2093023255813953,0.3837209302325581,0.8465363579009896,18.770146822525284,12.98950800383832
binder00089_CD20_46-217,0.4186046511627907,0.1627906976744186,0.2906976744186046,0.8300469170917164,16.87634828535177,11.853859731706525
binder00090_CD20_46-217,0.6511627906976745,0.2093023255813953,0.4302325581395348,0.7645055623473348,20.062281160250954,14.49776342122451
binder00091_CD20_46-217,0.7209302325581395,0.1162790697674418,0.4186046511627907,0.8541733823918007,15.535178705114095,10.627301946354374
binder00092_CD20_46-217,0.1395348837209302,0.4883720930232558,0.313953488372093,0.8267806455240412,14.682305812835692,10.035602380151618
binder00093_CD20_46-217,0.2093023255813953,0.6976744186046512,0.4534883720930232,0.8308320476820594,18.509852438061326,12.929657428352922
binder00094_CD20_46-217,0.6511627906976745,0.1860465116279069,0.4186046511627907,0.8628225084897634,18.06692373286413,12.96225358121222
binder00095_CD20_46-217,0.7209302325581395,0.1627906976744186,0.4418604651162791,0.8651590872752039,16.63041914663007,11.839406732040617
binder00096_CD20_46-217,0.1162790697674418,0.6976744186046512,0.4069767441860465,0.8296003357784169,18.496068047152622,13.073852260907492
binder00097_CD20_46-217,0.6046511627906976,0.1162790697674418,0.3604651162790697,0.8466495798184321,19.472056942282563,13.458202826544412
binder00098_CD20_46-217,0.2093023255813953,0.627906976744186,0.4186046511627907,0.8679684551556905,13.320279486825534,8.9276550506877
binder00099_CD20_46-217,0.1627906976744186,0.5581395348837209,0.3604651162790697,0.7963634824407273,9.190063347314531,6.2522827374307735
binder00100_CD20_46-217,0.5348837209302325,0.0232558139534883,0.2790697674418604,0.8959903209297745,12.55625765507038,8.31696785046504
binder00101_CD20_46-217,0.2790697674418604,0.7674418604651163,0.5232558139534884,0.7852392705638757,15.168600265270491,10.525485901849672
binder00102_CD20_46-217,0.2790697674418604,0.7906976744186046,0.5348837209302325,0.7345865996078004,19.197111886969964,13.662260599914028
binder00103_CD20_46-217,0.0,0.0,0.0,,,
binder00104_CD20_46-217,0.2325581395348837,0.6511627906976745,0.4418604651162791,0.7955918408209278,17.30936008029514,12.118927363476722
binder00105_CD20_46-217,0.0,0.0,0.0,,,
binder00106_CD20_46-217,0.2093023255813953,0.0465116279069767,0.127906976744186,0.6288657309487462,25.84246195279635,19.42991476792556
binder00107_CD20_46-217,0.0,0.0,0.0,,,
binder00108_CD20_46-217,0.0,0.0,0.0,,,
binder00109_CD20_46-217,0.0,0.0,0.0,,,
binder00110_CD20_46-217,0.8372093023255814,0.2325581395348837,0.5348837209302325,0.7815893319831497,15.40882795626723,10.448289351200494
binder00111_CD20_46-217,0.0,0.0,0.0,,,
binder00112_CD20_46-217,0.7209302325581395,0.1627906976744186,0.4418604651162791,0.841050942738851,16.45371285488731,11.416022970801906
binder00113_CD20_46-217,0.7209302325581395,0.2325581395348837,0.4767441860465116,0.8179016309448436,14.122685849666595,9.204838184515635
binder00114_CD20_46-217,0.3255813953488372,0.3488372093023256,0.3372093023255814,0.5972702177131877,19.52927855797756,12.195385980017392
binder00115_CD20_46-217,0.5116279069767442,0.2093023255813953,0.3604651162790697,0.8256438100924257,13.590725119049484,9.133553285856504
binder00116_CD20_46-217,0.0697674418604651,0.0,0.0348837209302325,0.4809494167566299,23.90599136352539,16.582322883605958
binder00117_CD20_46-217,0.5581395348837209,0.2325581395348837,0.3953488372093023,0.7947696835705729,20.75601979412099,15.865239552089148
binder00118_CD20_46-217,0.0465116279069767,0.2325581395348837,0.1395348837209302,0.591974981806495,26.218076907671414,12.60217259480403
binder00119_CD20_46-217,0.5581395348837209,0.1860465116279069,0.3720930232558139,0.7983105531760625,17.420114236218588,12.22388524100894
binder00120_CD20_46-217,0.6744186046511628,0.2093023255813953,0.4418604651162791,0.828201684489179,20.407436785490617,14.830686852551889
binder00121_CD20_46-217,0.0232558139534883,0.1627906976744186,0.0930232558139534,0.6647617717583975,26.89568490567415,12.263534048329229
binder00122_CD20_46-217,0.1627906976744186,0.0,0.0813953488372093,0.5294799637049437,24.401711463928223,18.445009833888005
binder00123_CD20_46-217,0.0232558139534883,0.6046511627906976,0.313953488372093,0.8572365578852201,15.278925733289856,10.817095379898513
binder00124_CD20_46-217,0.0930232558139534,0.1627906976744186,0.127906976744186,0.6879149453206496,25.836343312504315,13.496505679506244
binder00125_CD20_46-217,0.0,0.0,0.0,,,
binder00126_CD20_46-217,0.2325581395348837,0.6511627906976745,0.4418604651162791,0.8225598300712696,18.36461278287376,13.050712887833756
binder00127_CD20_46-217,0.1162790697674418,0.0232558139534883,0.0697674418604651,0.4891556849082311,17.578970846376922,13.975561568611546
binder00128_CD20_46-217,0.1162790697674418,0.0930232558139534,0.1046511627906976,0.6506492992242178,23.142959668086124,14.342009471012997
binder00129_CD20_46-217,0.7209302325581395,0.2093023255813953,0.4651162790697674,0.8391270983366319,15.45276147994637,10.754684074383944
binder00130_CD20_46-217,0.1395348837209302,0.6976744186046512,0.4186046511627907,0.8227443029915077,20.344215730277213,14.743824748044515
binder00131_CD20_46-217,0.0,0.0,0.0,,,
binder00132_CD20_46-217,0.2558139534883721,0.6511627906976745,0.4534883720930232,0.8006340528463388,15.770313886650504,10.720579911887896
binder00133_CD20_46-217,0.0465116279069767,0.0465116279069767,0.0465116279069767,0.5393598735332489,22.825252749703147,10.751524751836603
binder00134_CD20_46-217,0.0232558139534883,0.0697674418604651,0.0465116279069767,0.580102913081646,23.490250205993654,14.526676273345949
binder00135_CD20_46-217,0.7209302325581395,0.2325581395348837,0.4767441860465116,0.8062692723776165,17.89387263411685,13.340069093852463
binder00136_CD20_46-217,0.1395348837209302,0.0,0.0697674418604651,0.568149440921843,26.390723296574183,21.552783455167496
binder00137_CD20_46-217,0.0,0.0,0.0,,,
binder00138_CD20_46-217,0.0697674418604651,0.1627906976744186,0.1162790697674418,0.6425481923988887,13.952600309404277,4.74223098108324
binder00139_CD20_46-217,0.0,0.0,0.0,,,
binder00140_CD20_46-217,0.2558139534883721,0.0930232558139534,0.1744186046511628,0.662133670666001,24.895233154296875,19.39139999487461
binder00141_CD20_46-217,0.1395348837209302,0.0465116279069767,0.0930232558139534,0.5905847090941209,25.98509641488393,21.340737342834476
binder00142_CD20_46-217,0.0,0.0,0.0,,,
binder00143_CD20_46-217,0.0697674418604651,0.0232558139534883,0.0465116279069767,0.5350082814693451,23.22999438117532,18.19915872461656
binder00144_CD20_46-217,0.1627906976744186,0.627906976744186,0.3953488372093023,0.8220953403247727,15.791650964289296,10.63894938206186
binder00145_CD20_46-217,0.7906976744186046,0.2325581395348837,0.5116279069767442,0.7966659367084503,14.610571111951556,9.860668172911993
binder00146_CD20_46-217,0.3023255813953488,0.3255813953488372,0.313953488372093,0.5833289134196746,18.72831133578686,11.42735104865216
binder00147_CD20_46-217,0.2558139534883721,0.7441860465116279,0.5,0.7980634634753307,19.56696499671255,14.259444390024456
binder00148_CD20_46-217,0.2558139534883721,0.813953488372093,0.5348837209302325,0.7863753989178647,16.077640061947836,11.004421467211708
binder00149_CD20_46-217,0.7906976744186046,0.2325581395348837,0.5116279069767442,0.7990902752004644,19.063413756234304,13.621977477719932
binder00150_CD20_46-217,0.0930232558139534,0.1395348837209302,0.1162790697674418,0.6569934586683909,23.77102636155628,12.05000602631342
binder00151_CD20_46-217,0.6046511627906976,0.2325581395348837,0.4186046511627907,0.8178938377547909,22.995223147197837,17.847462700408638
binder00152_CD20_46-217,0.0697674418604651,0.7674418604651163,0.4186046511627907,0.815228279559843,12.262736487806889,8.891264170931096
binder00153_CD20_46-217,0.2093023255813953,0.7209302325581395,0.4651162790697674,0.8206677772629429,18.776629322071365,13.232348897130356
binder00154_CD20_46-217,0.0,0.0,0.0,,,
binder00155_CD20_46-217,0.5348837209302325,0.2790697674418604,0.4069767441860465,0.7317371481740979,15.836298127328195,10.791279239039268
binder00156_CD20_46-217,0.6976744186046512,0.2093023255813953,0.4534883720930232,0.8107330353954171,18.28707147078081,13.069445831125432
binder00157_CD20_46-217,0.0232558139534883,0.7209302325581395,0.3720930232558139,0.8296605919448423,14.448704339690128,9.573290102899412
binder00158_CD20_46-217,0.6744186046511628,0.1860465116279069,0.4302325581395348,0.7725468829496583,18.97704996040889,14.041270698819842
binder00159_CD20_46-217,0.5348837209302325,0.2325581395348837,0.3837209302325581,0.8568595859312242,18.916890266963414,13.143892281396049
binder00160_CD20_46-217,0.2325581395348837,0.7906976744186046,0.5116279069767442,0.8540831872786598,12.032433000073503,8.117039646675337
binder00161_CD20_46-217,0.1395348837209302,0.0697674418604651,0.1046511627906976,0.5296074271202087,21.478464453560964,13.651138087681362
binder00162_CD20_46-217,0.0697674418604651,0.1627906976744186,0.1162790697674418,0.6454231412180008,25.73623742227969,12.977402106575344
binder00163_CD20_46-217,0.0,0.5116279069767442,0.2558139534883721,0.8455677943409614,15.209953379631042,10.392576920986176
binder00164_CD20_46-217,0.2325581395348837,0.7674418604651163,0.5,0.7374192376931509,16.251828284490678,11.43181692229377
binder00165_CD20_46-217,0.0,0.0,0.0,,,
binder00166_CD20_46-217,0.0,0.0,0.0,,,
binder00167_CD20_46-217,0.0,0.0,0.0,,,
binder00168_CD20_46-217,0.0,0.0,0.0,,,
binder00169_CD20_46-217,0.1860465116279069,0.7209302325581395,0.4534883720930232,0.7904412885764976,12.410122192400392,8.324450204998668
binder00170_CD20_46-217,0.0,0.0,0.0,,,
binder00171_CD20_46-217,0.0,0.1162790697674418,0.0581395348837209,0.6243365163152869,25.81816514333089,9.282093977316832
binder00172_CD20_46-217,0.0930232558139534,0.1395348837209302,0.1162790697674418,0.5268894622723261,26.236145867241756,14.40262598461575
binder00173_CD20_46-217,0.0930232558139534,0.0930232558139534,0.0930232558139534,0.5971779708678906,25.27567379291241,14.886741234705998
binder00174_CD20_46-217,0.0930232558139534,0.0697674418604651,0.0813953488372093,0.6076135479268574,23.029349372500462,13.400474957057408
binder00175_CD20_46-217,0.0232558139534883,0.0232558139534883,0.0232558139534883,0.5900899916887283,26.12328577041626,14.439010381698608
binder00176_CD20_46-217,0.0,0.0,0.0,,,
binder00177_CD20_46-217,0.4418604651162791,0.5348837209302325,0.4883720930232558,0.8080429814078591,17.14229897861063,11.4224251343386
binder00178_CD20_46-217,0.5581395348837209,0.2093023255813953,0.3837209302325581,0.8079177377715944,22.159696829946416,16.917268444720964
binder00179_CD20_46-217,0.1627906976744186,0.7441860465116279,0.4534883720930232,0.8008120567411989,18.593858515310007,13.863048179804933
binder00180_CD20_46-217,0.0232558139534883,0.0,0.0116279069767441,0.4960696101188659,22.444499206542968,17.08252296447754
binder00181_CD20_46-217,0.2558139534883721,0.7209302325581395,0.4883720930232558,0.8355162935714199,17.059273627496534,12.200157940772272
binder00182_CD20_46-217,0.627906976744186,0.2093023255813953,0.4186046511627907,0.7731100130081177,18.36997911114713,13.640232020126277
binder00183_CD20_46-217,0.627906976744186,0.2558139534883721,0.4418604651162791,0.8204848287810742,19.37777993338449,13.636467034476144
binder00184_CD20_46-217,0.627906976744186,0.2325581395348837,0.4302325581395348,0.8346505744816506,20.355439776182173,14.774120879173278
binder00185_CD20_46-217,0.6046511627906976,0.2325581395348837,0.4186046511627907,0.7752075512942515,19.535332848044003,14.25637391501782
binder00186_CD20_46-217,0.2093023255813953,0.7441860465116279,0.4767441860465116,0.7816287932625736,17.532083090361173,12.56953644967294
binder00187_CD20_46-217,0.2325581395348837,0.5581395348837209,0.3953488372093023,0.7849008254150847,19.66864132616255,14.54715722931756
binder00188_CD20_46-217,0.2325581395348837,0.6744186046511628,0.4534883720930232,0.8119825320584434,19.052532944498186,13.606380257425428
binder00189_CD20_46-217,0.2558139534883721,0.5581395348837209,0.4069767441860465,0.8387848379007027,17.25914155424031,12.195904981077106
binder00190_CD20_46-217,0.6511627906976745,0.2093023255813953,0.4302325581395348,0.7758830331620716,17.956801743940872,12.946283999356355
binder00191_CD20_46-217,0.7441860465116279,0.1860465116279069,0.4651162790697674,0.7937096364704179,17.843849751142763,12.510455525054365
binder00192_CD20_46-217,0.2325581395348837,0.627906976744186,0.4302325581395348,0.8520021846022787,17.838974457752855,12.604420834955787
binder00193_CD20_46-217,0.2093023255813953,0.5813953488372093,0.3953488372093023,0.8202531519863341,20.18267340105633,14.363539855424747
binder00194_CD20_46-217,0.627906976744186,0.5116279069767442,0.5697674418604651,0.7848041690886021,18.42099704502298,12.969360269230904
binder00195_CD20_46-217,0.5348837209302325,0.2558139534883721,0.3953488372093023,0.8235712250073751,18.80305182865688,13.798097479684012
binder00196_CD20_46-217,0.5813953488372093,0.2325581395348837,0.4069767441860465,0.7953029704945428,18.55752258011789,13.542736169063684
binder00197_CD20_46-217,0.2558139534883721,0.5581395348837209,0.4069767441860465,0.723386142622022,18.54564574377877,12.828692784990585
binder00198_CD20_46-217,0.2325581395348837,0.7209302325581395,0.4767441860465116,0.7622992551845053,20.624473467851296,15.093471404833672
binder00199_CD20_46-217,0.2558139534883721,0.5581395348837209,0.4069767441860465,0.768031336891819,20.651363396000217,14.834974948779957
binder00200_CD20_46-217,0.7441860465116279,0.2558139534883721,0.5,0.7932736858144983,17.424069922797536,12.028729630976308
binder00201_CD20_46-217,0.6511627906976745,0.1627906976744186,0.4069767441860465,0.824673980054721,18.29923202097416,13.124735603729883
binder00202_CD20_46-217,0.6046511627906976,0.1627906976744186,0.3837209302325581,0.8502382943406701,20.024880682129456,14.237581626478448
binder00203_CD20_46-217,0.2325581395348837,0.7441860465116279,0.4883720930232558,0.8102059583120709,17.031010606765747,12.220879274368286
binder00204_CD20_46-217,0.2093023255813953,0.7209302325581395,0.4651162790697674,0.7763820229432522,17.886774400075275,12.391956619686551
binder00205_CD20_46-217,0.2093023255813953,0.6511627906976745,0.4302325581395348,0.8178289149488721,16.848620571741243,12.113235839983313
binder00206_CD20_46-217,0.1162790697674418,0.7906976744186046,0.4534883720930232,0.7805677349887677,18.126260340968265,13.064148552810089
binder00207_CD20_46-217,0.2325581395348837,0.627906976744186,0.4302325581395348,0.7636581071785518,17.429001963479177,12.578028564453126
binder00208_CD20_46-217,0.627906976744186,0.2325581395348837,0.4302325581395348,0.800934626824326,19.61042330996825,14.044174387903496
binder00209_CD20_46-217,0.6046511627906976,0.2558139534883721,0.4302325581395348,0.7333224246531357,16.266302767417415,11.994626688442642
binder00210_CD20_46-217,0.6511627906976745,0.1860465116279069,0.4186046511627907,0.7558554255799071,18.073926818137075,12.95772954529407
binder00211_CD20_46-217,0.2558139534883721,0.6744186046511628,0.4651162790697674,0.8339726336394684,18.87807941649641,13.013176688126157
binder00212_CD20_46-217,0.6976744186046512,0.2558139534883721,0.4767441860465116,0.8338941939083147,18.586894269301517,13.10106831844722
binder00213_CD20_46-217,0.4418604651162791,0.2790697674418604,0.3604651162790697,0.7790276069898863,18.90281309065272,13.356944404664588
binder00214_CD20_46-217,0.2325581395348837,0.6511627906976745,0.4418604651162791,0.8055074917964447,19.314193397439936,14.437460371243056
binder00215_CD20_46-217,0.6511627906976745,0.2558139534883721,0.4534883720930232,0.8002391868346447,18.58604001754369,12.988905256222456
binder00216_CD20_46-217,0.5813953488372093,0.2325581395348837,0.4069767441860465,0.8586810283038927,19.87270820768256,14.531889102333473
binder00217_CD20_46-217,0.2790697674418604,0.6976744186046512,0.4883720930232558,0.791244157013439,15.502885149769574,10.078744533052484
binder00218_CD20_46-217,0.1627906976744186,0.6976744186046512,0.4302325581395348,0.8265559634095744,13.129261421746222,9.62399541098496
binder00219_CD20_46-217,0.5581395348837209,0.2093023255813953,0.3837209302325581,0.8383902621595827,17.7816449896149,12.680273092311362
binder00220_CD20_46-217,0.6744186046511628,0.1395348837209302,0.4069767441860465,0.8392333077712798,19.376667503857504,13.868650302628048
binder00221_CD20_46-217,0.6511627906976745,0.2558139534883721,0.4534883720930232,0.7206240524719287,17.901939661195964,12.5779230122519
binder00222_CD20_46-217,0.2093023255813953,0.7441860465116279,0.4767441860465116,0.8165958261489868,16.694046824786795,12.105078228553475
binder00223_CD20_46-217,0.2325581395348837,0.6511627906976745,0.4418604651162791,0.8034352765116893,19.452379198817464,14.416298946776948
binder00224_CD20_46-217,0.627906976744186,0.2325581395348837,0.4302325581395348,0.7914182303680314,18.699928397454585,13.622951028310707
binder00225_CD20_46-217,0.0930232558139534,0.7674418604651163,0.4302325581395348,0.7601101899492568,14.582767700662416,10.023331544837172
