global_id,seq_group,max_pident_within_team,max_pident_cross_team
126,Antigeniuses,0.8490000000000001,0.963
127,Antigeniuses,0.845,0.963
128,Antigeniuses,0.86,0.978
129,Antigeniuses,1.0,0.978
130,Antigeniuses,1.0,0.978
131,Antigeniuses,0.8859999999999999,0.956
132,Antigeniuses,0.889,0.956
133,Antigeniuses,0.845,0.978
134,Antigeniuses,0.843,0.963
135,Antigeniuses,0.9440000000000001,0.978
136,Antigeniuses,0.946,0.978
137,Antigeniuses,0.858,0.97
138,Antigeniuses,0.862,0.97
139,Antigeniuses,0.898,0.978
140,Antigeniuses,0.927,0.978
141,Antigeniuses,0.848,0.963
142,Antigeniuses,0.8590000000000001,0.978
143,Antigeniuses,0.889,0.978
144,Antigeniuses,0.8809999999999999,0.97
145,Antigeniuses,0.895,0.978
146,Antigeniuses,0.895,0.978
147,Antigeniuses,0.887,0.978
148,Antigeniuses,0.885,0.97
149,Antigeniuses,0.958,0.978
150,Antigeniuses,0.965,0.978
151,Antigeniuses,0.948,0.963
152,Antigeniuses,0.935,0.9420000000000001
153,Antigeniuses,0.925,0.978
154,Antigeniuses,0.9840000000000001,0.985
155,Antigeniuses,0.862,0.978
156,Antigeniuses,0.857,0.97
157,Antigeniuses,0.9079999999999999,0.978
158,Antigeniuses,0.899,0.978
159,Antigeniuses,0.841,0.97
160,Antigeniuses,0.833,0.9490000000000001
161,Antigeniuses,0.84,0.97
162,Antigeniuses,0.852,0.97
163,Antigeniuses,0.8640000000000001,0.97
164,Antigeniuses,0.8390000000000001,0.9490000000000001
165,Antigeniuses,0.956,0.978
166,Antigeniuses,0.956,0.978
167,Antigeniuses,0.795,0.927
168,Antigeniuses,0.833,0.978
169,Antigeniuses,0.85,0.978
170,Antigeniuses,0.8440000000000001,0.97
171,Antigeniuses,0.7909999999999999,0.9279999999999999
172,Antigeniuses,0.81,0.97
173,Antigeniuses,0.885,0.978
174,Antigeniuses,0.893,0.97
175,Antigeniuses,0.91,0.978
176,Antigeniuses,0.912,0.978
177,Antigeniuses,0.922,0.978
178,Antigeniuses,0.9179999999999999,0.97
179,Antigeniuses,0.9329999999999999,0.978
180,Antigeniuses,0.935,0.978
181,Antigeniuses,0.9129999999999999,0.0
182,Antigeniuses,0.9159999999999999,0.0
183,Antigeniuses,0.885,0.0
184,Antigeniuses,0.91,0.0
185,Antigeniuses,0.88,0.0
186,Antigeniuses,0.912,0.0
187,Antigeniuses,0.9520000000000001,0.0
188,Antigeniuses,0.948,0.0
189,Antigeniuses,0.9259999999999999,0.0
190,Antigeniuses,0.904,0.0
191,Antigeniuses,0.895,0.0
192,Antigeniuses,0.895,0.0
193,Antigeniuses,0.9079999999999999,0.0
194,Antigeniuses,0.912,0.0
195,Antigeniuses,0.851,0.0
196,Antigeniuses,0.887,0.0
197,Antigeniuses,0.897,0.0
198,Antigeniuses,0.879,0.0
199,Antigeniuses,0.9059999999999999,0.0
200,Antigeniuses,0.9109999999999999,0.0
201,Antigeniuses,0.897,0.0
202,Antigeniuses,0.899,0.0
203,Antigeniuses,0.879,0.0
204,Antigeniuses,0.889,0.0
205,Antigeniuses,0.9329999999999999,0.0
206,Antigeniuses,0.9420000000000001,0.0
207,Antigeniuses,0.9209999999999999,0.0
208,Antigeniuses,0.894,0.0
209,Antigeniuses,0.914,0.0
210,Antigeniuses,0.883,0.0
211,Antigeniuses,0.8759999999999999,0.0
212,Antigeniuses,0.893,0.0
213,Antigeniuses,0.9359999999999999,0.0
214,Antigeniuses,0.9109999999999999,0.0
215,Antigeniuses,0.865,0.0
216,Antigeniuses,0.8859999999999999,0.0
217,Antigeniuses,0.888,0.0
218,Antigeniuses,0.9209999999999999,0.0
219,Antigeniuses,0.8909999999999999,0.0
220,Antigeniuses,0.946,0.0
221,Antigeniuses,0.9009999999999999,0.0
222,Antigeniuses,0.935,0.0
223,Antigeniuses,0.924,0.0
224,Antigeniuses,0.9179999999999999,0.0
225,Antigeniuses,0.9209999999999999,0.0
226,Antigeniuses,0.929,0.0
227,Antigeniuses,0.929,0.0
228,Antigeniuses,0.904,0.0
229,Antigeniuses,0.9,0.0
230,Antigeniuses,0.924,0.0
231,Antigeniuses,0.8740000000000001,0.0
232,Antigeniuses,0.887,0.0
233,Antigeniuses,0.898,0.0
234,Antigeniuses,0.914,0.0
235,Antigeniuses,0.8740000000000001,0.0
236,Antigeniuses,0.914,0.0
237,Antigeniuses,0.9059999999999999,0.0
238,Antigeniuses,0.9159999999999999,0.0
239,Antigeniuses,0.903,0.0
240,Antigeniuses,0.893,0.0
241,Antigeniuses,0.9390000000000001,0.0
242,Antigeniuses,0.9329999999999999,0.0
243,Antigeniuses,0.867,0.0
244,Antigeniuses,0.87,0.0
245,Antigeniuses,0.8909999999999999,0.0
246,Antigeniuses,0.898,0.0
247,Antigeniuses,0.887,0.0
248,Antigeniuses,0.893,0.0
249,Antigeniuses,0.887,0.0
250,Antigeniuses,0.9390000000000001,0.0
251,Antigeniuses,0.8909999999999999,0.0
252,Antigeniuses,0.875,0.0
253,Antigeniuses,0.875,0.0
254,Antigeniuses,0.878,0.0
255,Antigeniuses,0.9009999999999999,0.0
256,Antigeniuses,0.8859999999999999,0.0
257,Antigeniuses,0.89,0.0
258,Antigeniuses,0.863,0.0
259,Antigeniuses,0.9059999999999999,0.0
260,Antigeniuses,0.91,0.0
261,Antigeniuses,0.9229999999999999,0.0
262,Antigeniuses,0.914,0.0
263,Antigeniuses,0.889,0.0
264,Antigeniuses,0.893,0.0
265,Antigeniuses,0.898,0.0
266,Antigeniuses,0.898,0.0
267,Antigeniuses,0.922,0.0
268,Antigeniuses,0.927,0.0
269,Antigeniuses,0.8959999999999999,0.0
270,Antigeniuses,0.866,0.0
271,Antigeniuses,0.898,0.0
272,Antigeniuses,0.89,0.0
273,Antigeniuses,0.9,0.0
274,Antigeniuses,0.929,0.0
275,Antigeniuses,0.9229999999999999,0.0
276,Antigeniuses,0.9129999999999999,0.0
277,Antigeniuses,0.9129999999999999,0.0
278,Antigeniuses,0.903,0.0
279,Antigeniuses,0.935,0.0
280,Antigeniuses,0.9390000000000001,0.0
281,Antigeniuses,0.8690000000000001,0.0
282,Antigeniuses,0.9229999999999999,0.0
283,Antigeniuses,0.895,0.0
284,Antigeniuses,0.904,0.0
285,Antigeniuses,0.9159999999999999,0.0
286,Antigeniuses,0.9129999999999999,0.0
287,Antigeniuses,0.813,0.0
288,Antigeniuses,0.823,0.0
289,Antigeniuses,0.914,0.0
290,Antigeniuses,0.904,0.0
291,Antigeniuses,0.8809999999999999,0.0
292,Antigeniuses,0.898,0.0
293,Antigeniuses,0.867,0.0
294,Antigeniuses,0.887,0.0
295,Antigeniuses,0.922,0.0
296,Antigeniuses,0.925,0.0
297,Antigeniuses,0.919,0.0
298,Antigeniuses,0.9079999999999999,0.0
299,Antigeniuses,0.9059999999999999,0.0
300,Antigeniuses,0.925,0.0
301,Antigeniuses,0.925,0.0
302,Antigeniuses,0.925,0.0
303,Antigeniuses,0.919,0.0
304,Antigeniuses,0.893,0.0
305,Antigeniuses,0.884,0.0
306,Antigeniuses,0.843,0.0
307,Antigeniuses,0.9520000000000001,0.0
308,Antigeniuses,0.9570000000000001,0.0
309,Antigeniuses,0.905,0.0
310,Antigeniuses,0.9079999999999999,0.0
311,Antigeniuses,0.8740000000000001,0.0
312,Antigeniuses,0.877,0.0
313,Antigeniuses,0.9,0.0
314,Antigeniuses,0.919,0.0
315,Antigeniuses,0.9229999999999999,0.0
316,Antigeniuses,0.9229999999999999,0.0
317,Antigeniuses,0.9229999999999999,0.0
318,Antigeniuses,0.922,0.0
319,Antigeniuses,0.862,0.0
320,Antigeniuses,0.865,0.0
321,Antigeniuses,0.922,0.0
322,Antigeniuses,0.902,0.0
323,Antigeniuses,0.903,0.0
324,Antigeniuses,0.8859999999999999,0.0
325,Antigeniuses,0.894,0.0
326,Antigeniuses,0.904,0.0
327,Antigeniuses,0.935,0.0
328,Antigeniuses,0.948,0.0
329,Antigeniuses,0.927,0.0
330,Antigeniuses,0.937,0.0
331,Antigeniuses,0.9109999999999999,0.0
332,Antigeniuses,0.917,0.0
333,Antigeniuses,0.897,0.0
334,Antigeniuses,0.8959999999999999,0.0
335,Antigeniuses,0.9520000000000001,0.0
336,Antigeniuses,0.9540000000000001,0.0
337,Antigeniuses,0.929,0.0
338,Antigeniuses,0.935,0.0
339,Antigeniuses,0.912,0.0
340,Antigeniuses,0.917,0.0
341,Antigeniuses,0.927,0.0
342,Antigeniuses,0.925,0.0
343,Antigeniuses,0.903,0.0
344,Antigeniuses,0.895,0.0
345,Antigeniuses,0.966,0.0
346,Antigeniuses,0.9640000000000001,0.0
347,Antigeniuses,0.914,0.0
348,Antigeniuses,0.898,0.0
349,Antigeniuses,0.919,0.0
350,Antigeniuses,0.9159999999999999,0.0
351,Antigeniuses,0.914,0.0
352,Antigeniuses,0.92,0.0
353,Antigeniuses,0.866,0.0
354,Antigeniuses,0.912,0.0
355,Antigeniuses,0.88,0.0
356,Antigeniuses,0.877,0.0
357,Antigeniuses,0.953,0.0
358,Antigeniuses,0.9229999999999999,0.0
359,Antigeniuses,0.914,0.0
360,Antigeniuses,0.9159999999999999,0.0
361,Antigeniuses,0.948,0.0
362,Antigeniuses,0.958,0.0
363,Antigeniuses,0.919,0.0
364,Antigeniuses,0.97,0.0
365,Antigeniuses,0.975,0.0
366,Antigeniuses,0.975,0.0
367,Antigeniuses,0.88,0.0
368,Antigeniuses,0.9,0.0
369,Antigeniuses,0.875,0.0
370,Antigeniuses,0.87,0.0
371,Antigeniuses,0.9590000000000001,0.0
372,Antigeniuses,0.903,0.0
373,Antigeniuses,0.955,0.0
374,Antigeniuses,0.97,0.0
375,Antigeniuses,0.9079999999999999,0.0
376,Antigeniuses,0.971,0.0
377,Antigeniuses,0.8909999999999999,0.0
378,Antigeniuses,0.902,0.0
379,Antigeniuses,0.9620000000000001,0.0
380,Antigeniuses,0.9590000000000001,0.0
381,Antigeniuses,0.935,0.0
382,Antigeniuses,0.927,0.0
383,Antigeniuses,0.946,0.0
384,Antigeniuses,0.9059999999999999,0.0
385,Antigeniuses,0.9329999999999999,0.0
386,Antigeniuses,0.946,0.0
387,Antigeniuses,0.9440000000000001,0.0
388,Antigeniuses,0.9209999999999999,0.0
389,Antigeniuses,0.929,0.0
390,Antigeniuses,0.955,0.0
391,Antigeniuses,0.922,0.0
392,Antigeniuses,0.9159999999999999,0.0
393,Antigeniuses,0.966,0.0
394,Antigeniuses,0.9129999999999999,0.0
395,Antigeniuses,0.981,0.0
396,Antigeniuses,0.975,0.0
397,Antigeniuses,0.932,0.0
398,Antigeniuses,0.925,0.0
399,Antigeniuses,0.9179999999999999,0.0
400,Antigeniuses,0.903,0.0
401,Antigeniuses,0.958,0.0
402,Antigeniuses,0.963,0.0
403,Antigeniuses,0.905,0.0
404,Antigeniuses,0.9009999999999999,0.0
405,Antigeniuses,0.963,0.0
406,Antigeniuses,0.963,0.0
407,Antigeniuses,0.91,0.0
408,Antigeniuses,0.878,0.0
409,Antigeniuses,0.9540000000000001,0.0
410,Antigeniuses,0.956,0.0
411,Antigeniuses,0.922,0.0
412,Antigeniuses,0.93,0.0
413,Antigeniuses,0.9840000000000001,0.0
414,Antigeniuses,0.981,0.0
415,Antigeniuses,0.922,0.0
416,Antigeniuses,0.868,0.0
417,Antigeniuses,0.9590000000000001,0.0
418,Antigeniuses,0.9079999999999999,0.0
419,Antigeniuses,0.937,0.0
420,Antigeniuses,0.9440000000000001,0.0
421,Antigeniuses,0.9,0.0
422,Antigeniuses,0.914,0.0
423,Antigeniuses,0.95,0.0
424,Antigeniuses,0.902,0.0
425,Antigeniuses,0.9420000000000001,0.0
426,Antigeniuses,0.9470000000000001,0.0
427,Antigeniuses,0.914,0.0
428,Antigeniuses,0.9059999999999999,0.0
429,Antigeniuses,0.919,0.0
430,Antigeniuses,0.8909999999999999,0.0
431,Antigeniuses,0.9129999999999999,0.0
432,Antigeniuses,0.9570000000000001,0.0
433,Antigeniuses,0.8809999999999999,0.0
434,Antigeniuses,0.875,0.0
435,Antigeniuses,0.877,0.0
436,Antigeniuses,0.868,0.0
437,Antigeniuses,0.895,0.0
438,Antigeniuses,0.895,0.0
439,Antigeniuses,0.914,0.0
440,Antigeniuses,0.9159999999999999,0.0
441,Antigeniuses,0.877,0.0
442,Antigeniuses,0.899,0.0
443,Antigeniuses,0.89,0.0
444,Antigeniuses,0.846,0.0
445,Antigeniuses,0.885,0.0
446,Antigeniuses,0.879,0.0
447,Antigeniuses,0.9079999999999999,0.0
448,Antigeniuses,0.91,0.0
449,Antigeniuses,0.895,0.0
450,Antigeniuses,0.883,0.0
451,Antigeniuses,0.877,0.0
452,Antigeniuses,0.8959999999999999,0.0
453,Antigeniuses,0.907,0.0
454,Antigeniuses,0.902,0.0
455,Antigeniuses,0.897,0.0
456,Antigeniuses,0.857,0.0
457,Antigeniuses,0.9079999999999999,0.0
458,Antigeniuses,0.91,0.0
459,Antigeniuses,0.862,0.0
460,Antigeniuses,0.858,0.0
461,Antigeniuses,0.902,0.0
462,Antigeniuses,0.897,0.0
463,Antigeniuses,0.898,0.0
464,Antigeniuses,0.9,0.0
465,Antigeniuses,0.8809999999999999,0.0
466,Antigeniuses,0.927,0.0
467,Picaso_Protein,1.0,0.0
468,Picaso_Protein,1.0,0.535
469,Picaso_Protein,0.9670000000000001,0.0
470,Picaso_Protein,1.0,0.0
471,Picaso_Protein,1.0,0.0
472,Picaso_Protein,0.992,0.0
473,Picaso_Protein,1.0,0.535
474,Picaso_Protein,1.0,0.0
475,Picaso_Protein,1.0,0.521
476,Picaso_Protein,0.965,0.0
477,Picaso_Protein,0.9840000000000001,0.0
478,Picaso_Protein,1.0,0.0
479,Picaso_Protein,1.0,0.546
480,Picaso_Protein,0.9690000000000001,0.0
481,Picaso_Protein,0.9940000000000001,0.0
482,Picaso_Protein,1.0,0.0
483,Picaso_Protein,1.0,0.0
484,Picaso_Protein,0.9940000000000001,0.0
485,Picaso_Protein,1.0,0.0
486,Picaso_Protein,0.981,0.0
487,Picaso_Protein,1.0,0.0
488,Picaso_Protein,1.0,0.0
489,Picaso_Protein,0.973,0.53
490,Picaso_Protein,0.995,0.0
491,Picaso_Protein,1.0,0.0
492,Picaso_Protein,0.9790000000000001,0.0
493,Picaso_Protein,0.9940000000000001,0.0
494,Picaso_Protein,1.0,0.544
495,Picaso_Protein,1.0,0.0
496,Picaso_Protein,0.996,0.0
497,Picaso_Protein,0.986,0.0
498,Picaso_Protein,0.94,0.0
499,Picaso_Protein,0.9790000000000001,0.0
500,Picaso_Protein,0.95,0.0
501,Picaso_Protein,0.998,0.0
502,Picaso_Protein,1.0,0.0
503,Picaso_Protein,1.0,0.0
504,Picaso_Protein,0.9670000000000001,0.0
505,Picaso_Protein,1.0,0.0
506,Picaso_Protein,1.0,0.0
507,Picaso_Protein,0.99,0.0
508,Picaso_Protein,1.0,0.516
509,Picaso_Protein,0.963,0.0
510,Picaso_Protein,0.981,0.0
511,Picaso_Protein,0.981,0.0
512,Picaso_Protein,0.978,0.0
513,Picaso_Protein,0.9790000000000001,0.0
514,Picaso_Protein,0.992,0.0
515,Picaso_Protein,0.998,0.0
516,Picaso_Protein,0.9790000000000001,0.0
517,Picaso_Protein,1.0,0.0
518,Picaso_Protein,1.0,0.511
519,Picaso_Protein,0.986,0.0
520,Picaso_Protein,1.0,0.544
521,Picaso_Protein,1.0,0.0
522,Picaso_Protein,0.9790000000000001,0.0
523,Picaso_Protein,1.0,0.521
524,Picaso_Protein,1.0,0.0
525,Picaso_Protein,0.977,0.0
526,Picaso_Protein,0.992,0.0
527,Picaso_Protein,0.977,0.37200000000000005
528,Picaso_Protein,0.988,0.0
529,Picaso_Protein,0.9079999999999999,0.0
530,Picaso_Protein,0.9790000000000001,0.0
531,Picaso_Protein,1.0,0.521
532,Picaso_Protein,1.0,0.0
533,Picaso_Protein,0.988,0.0
534,Picaso_Protein,0.99,0.0
535,Picaso_Protein,1.0,0.0
536,Picaso_Protein,0.9940000000000001,0.0
537,Picaso_Protein,0.975,0.525
538,Picaso_Protein,1.0,0.525
539,Picaso_Protein,0.992,0.546
540,Picaso_Protein,1.0,0.0
541,Picaso_Protein,0.99,0.0
542,Picaso_Protein,1.0,0.557
543,Picaso_Protein,1.0,0.536
544,Picaso_Protein,1.0,0.0
545,Picaso_Protein,1.0,0.0
546,Picaso_Protein,0.977,0.0
547,Picaso_Protein,0.965,0.0
548,Picaso_Protein,0.99,0.0
549,Picaso_Protein,0.9159999999999999,0.0
550,Picaso_Protein,1.0,0.0
551,Picaso_Protein,1.0,0.0
552,Picaso_Protein,0.992,0.0
553,Picaso_Protein,0.9520000000000001,0.0
554,Picaso_Protein,0.99,0.0
555,Picaso_Protein,0.975,0.0
556,Picaso_Protein,0.9440000000000001,0.0
557,Picaso_Protein,0.981,0.0
558,Picaso_Protein,0.9840000000000001,0.0
559,Picaso_Protein,0.95,0.0
560,Picaso_Protein,1.0,0.0
561,Picaso_Protein,0.975,0.0
562,Picaso_Protein,1.0,0.0
563,Picaso_Protein,1.0,0.0
564,Picaso_Protein,0.988,0.0
565,Picaso_Protein,1.0,0.552
566,Picaso_Protein,0.919,0.0
567,Picaso_Protein,0.975,0.0
568,Picaso_Protein,1.0,0.0
569,Picaso_Protein,0.992,0.0
570,Picaso_Protein,0.9690000000000001,0.0
571,Picaso_Protein,1.0,0.0
572,Picaso_Protein,1.0,0.0
573,Picaso_Protein,0.935,0.0
574,Picaso_Protein,0.998,0.0
575,Picaso_Protein,0.981,0.0
576,Picaso_Protein,0.9690000000000001,0.0
577,Picaso_Protein,0.9670000000000001,0.0
578,Picaso_Protein,0.895,0.0
579,Picaso_Protein,0.9670000000000001,0.0
580,Picaso_Protein,0.8759999999999999,0.0
581,Picaso_Protein,0.935,0.0
582,Picaso_Protein,0.95,0.0
583,Picaso_Protein,1.0,0.0
584,Picaso_Protein,0.769,0.0
585,Picaso_Protein,0.963,0.0
586,Picaso_Protein,0.9309999999999999,0.0
587,Picaso_Protein,1.0,0.0
588,Picaso_Protein,1.0,0.0
589,Picaso_Protein,1.0,0.0
590,Picaso_Protein,0.963,0.0
591,Picaso_Protein,0.863,0.0
592,Picaso_Protein,1.0,0.0
593,Picaso_Protein,0.888,0.0
594,Picaso_Protein,0.99,0.0
595,Picaso_Protein,0.99,0.0
596,Picaso_Protein,1.0,0.0
597,Picaso_Protein,0.9940000000000001,0.0
598,Picaso_Protein,0.96,0.0
599,Picaso_Protein,0.9179999999999999,0.0
600,Picaso_Protein,1.0,0.0
601,Picaso_Protein,0.973,0.0
602,Picaso_Protein,1.0,0.0
603,Picaso_Protein,1.0,0.0
604,Picaso_Protein,1.0,0.0
605,Picaso_Protein,1.0,0.0
606,Picaso_Protein,1.0,0.0
607,Picaso_Protein,1.0,0.0
608,Picaso_Protein,1.0,0.0
609,Picaso_Protein,0.9840000000000001,0.0
610,Picaso_Protein,1.0,0.0
611,Picaso_Protein,0.8759999999999999,0.0
612,Picaso_Protein,0.851,0.0
613,Picaso_Protein,1.0,0.0
614,Picaso_Protein,1.0,0.0
615,Picaso_Protein,0.8909999999999999,0.0
616,Picaso_Protein,1.0,0.0
617,Picaso_Protein,0.82,0.0
618,Picaso_Protein,0.996,0.0
619,Picaso_Protein,0.9690000000000001,0.0
620,Picaso_Protein,0.96,0.0
621,Picaso_Protein,0.963,0.0
622,Picaso_Protein,1.0,0.0
623,Picaso_Protein,0.9229999999999999,0.0
624,Picaso_Protein,0.9790000000000001,0.0
625,Picaso_Protein,0.9440000000000001,0.0
626,Picaso_Protein,1.0,0.0
627,Picaso_Protein,0.992,0.0
628,Picaso_Protein,1.0,0.0
629,Picaso_Protein,0.946,0.0
630,Picaso_Protein,1.0,0.0
631,Picaso_Protein,0.95,0.0
632,Picaso_Protein,0.971,0.0
633,Picaso_Protein,0.96,0.0
634,Picaso_Protein,0.96,0.0
635,Picaso_Protein,0.981,0.0
636,Picaso_Protein,0.965,0.0
637,Picaso_Protein,1.0,0.0
638,Picaso_Protein,1.0,0.0
639,Picaso_Protein,1.0,0.0
640,Picaso_Protein,0.94,0.0
641,Picaso_Protein,0.872,0.0
642,Picaso_Protein,0.877,0.0
643,Picaso_Protein,0.9670000000000001,0.0
644,Picaso_Protein,0.0,0.0
645,Picaso_Protein,0.903,0.0
646,Picaso_Protein,0.899,0.0
647,Picaso_Protein,0.927,0.0
648,Picaso_Protein,1.0,0.7070000000000001
649,Picaso_Protein,0.902,0.826
650,Picaso_Protein,0.977,0.5589999999999999
651,Picaso_Protein,0.914,0.816
652,Picaso_Protein,1.0,0.8190000000000001
653,Picaso_Protein,0.965,0.8220000000000001
654,Picaso_Protein,0.895,0.7709999999999999
655,Picaso_Protein,1.0,0.615
656,Picaso_Protein,0.914,0.835
657,Picaso_Protein,1.0,0.584
658,Picaso_Protein,1.0,0.615
659,Picaso_Protein,0.887,0.7
660,Picaso_Protein,1.0,0.53
661,Picaso_Protein,1.0,0.589
662,Picaso_Protein,1.0,0.594
663,Picaso_Protein,0.9540000000000001,0.79
664,Picaso_Protein,0.9670000000000001,0.594
665,Picaso_Protein,0.958,0.8220000000000001
666,Picaso_Protein,0.9520000000000001,0.654
667,Picaso_Protein,1.0,0.7020000000000001
668,Picaso_Protein,1.0,0.0
669,Picaso_Protein,0.992,0.0
670,Picaso_Protein,1.0,0.0
671,Picaso_Protein,0.973,0.424
672,Picaso_Protein,0.977,0.0
673,Picaso_Protein,1.0,0.0
674,Picaso_Protein,0.95,0.0
675,Picaso_Protein,1.0,0.525
676,Picaso_Protein,1.0,0.525
677,Picaso_Protein,0.973,0.0
678,Picaso_Protein,0.995,0.0
679,Picaso_Protein,0.986,0.0
680,Picaso_Protein,0.9690000000000001,0.331
681,Picaso_Protein,0.998,0.516
682,Picaso_Protein,0.977,0.0
683,Picaso_Protein,0.958,0.0
684,Picaso_Protein,0.996,0.0
685,Picaso_Protein,0.986,0.0
686,Picaso_Protein,0.9940000000000001,0.0
687,Picaso_Protein,0.963,0.0
688,Picaso_Protein,0.981,0.5579999999999999
689,Picaso_Protein,0.998,0.536
690,Picaso_Protein,0.975,0.0
691,Picaso_Protein,0.9690000000000001,0.0
692,Picaso_Protein,0.96,0.0
693,Picaso_Protein,0.9790000000000001,0.0
694,Picaso_Protein,0.975,0.0
695,Picaso_Protein,1.0,0.0
696,Picaso_Protein,0.95,0.0
697,Picaso_Protein,1.0,0.0
698,Picaso_Protein,0.98,0.0
699,Picaso_Protein,1.0,0.0
700,Picaso_Protein,0.9940000000000001,0.0
701,Picaso_Protein,0.99,0.0
702,Picaso_Protein,0.996,0.0
703,Picaso_Protein,0.9790000000000001,0.0
