317	8932_L|veltuzumab|Humanized||L-KAPPA	50.000	76	0.875	0.357	1.895E-18	68
317	Ublituximab	50.000	76	0.875	0.357	9.282E-18	66
317	Rituximab	47.300	76	0.875	0.357	6.248E-17	64
317	Ibritumomab	47.300	76	0.875	0.364	2.228E-16	63
317	Mouse-Human	47.300	76	0.875	0.362	2.228E-16	63
509	Ofatumumab	37.300	67	0.812	0.302	2.432E-13	54
509	ocrelizumab	41.000	73	0.887	0.162	3.343E-13	53
50	Ofatumumab	57.800	76	0.875	0.360	1.897E-22	80
50	ocrelizumab	49.300	75	0.875	0.352	8.563E-21	75
50	Rituximab	46.600	75	0.875	0.352	5.319E-19	70
50	Ibritumomab	45.300	75	0.875	0.359	7.308E-19	70
50	Mouse-Human	45.300	75	0.875	0.357	7.308E-19	70
50	8932_L|veltuzumab|Humanized||L-KAPPA	46.600	75	0.875	0.352	1.379E-18	69
50	Ublituximab	44.000	75	0.875	0.352	3.578E-18	68
147	Ofatumumab	56.900	71	0.812	0.336	1.087E-19	72
147	ocrelizumab	46.800	77	0.900	0.362	1.275E-17	66
147	8932_L|veltuzumab|Humanized||L-KAPPA	45.600	73	0.913	0.343	5.782E-16	61
147	Ibritumomab	40.500	77	0.900	0.368	6.815E-14	55
147	Mouse-Human	40.500	77	0.900	0.367	6.815E-14	55
147	Rituximab	43.200	73	0.913	0.343	6.815E-14	55
147	Ublituximab	41.200	77	0.900	0.362	2.432E-13	54
147	ocrelizumab	34.100	79	0.800	0.175	7.071E-06	33
165	Ofatumumab	55.500	71	0.800	0.336	7.308E-19	70
165	ocrelizumab	46.800	78	0.900	0.366	6.755E-18	67
165	8932_L|veltuzumab|Humanized||L-KAPPA	45.500	78	0.900	0.366	2.834E-15	59
165	Ibritumomab	41.700	78	0.900	0.373	3.895E-15	59
165	Mouse-Human	41.700	78	0.900	0.371	3.895E-15	59
165	Rituximab	44.300	78	0.900	0.366	4.958E-14	56
165	Ublituximab	41.700	78	0.900	0.366	6.815E-14	55
165	ocrelizumab	31.200	80	0.800	0.177	6.542E-05	30
421	ocrelizumab	58.100	55	0.688	0.258	2.604E-18	68
421	Ibritumomab	56.300	55	0.688	0.263	3.309E-17	65
421	Mouse-Human	56.300	55	0.688	0.262	3.309E-17	65
421	Rituximab	46.000	76	0.875	0.357	4.547E-17	64
421	Ublituximab	54.500	55	0.688	0.258	8.585E-17	64
421	8932_L|veltuzumab|Humanized||L-KAPPA	43.400	76	0.875	0.357	7.945E-16	61
3772	Rituximab	86.200	80	0.863	0.177	6.742E-41	133
3772	Ibritumomab	77.500	80	0.863	0.181	8.297E-36	118
3772	Mouse-Human	77.500	80	0.863	0.179	8.297E-36	118
3772	8932_H|veltuzumab|Humanized||H-GAMMA-1	73.700	80	0.863	0.177	5.554E-35	116
3772	Ublituximab	75.000	80	0.863	0.179	2.708E-34	114
3772	ocrelizumab	56.200	80	0.863	0.177	2.075E-27	94
3772	Ofatumumab	36.200	80	0.863	0.360	4.958E-14	56
183	Ofatumumab	59.000	83	0.988	0.393	5.328E-23	81
183	ocrelizumab	50.700	71	0.887	0.333	1.087E-19	72
183	Ibritumomab	56.300	55	0.688	0.263	2.408E-17	65
183	Mouse-Human	56.300	55	0.688	0.262	2.408E-17	65
183	Ublituximab	54.500	55	0.688	0.258	6.248E-17	64
183	Rituximab	54.500	55	0.688	0.258	8.585E-17	64
183	8932_L|veltuzumab|Humanized||L-KAPPA	52.700	55	0.688	0.258	3.061E-16	62
311	Ofatumumab	75.000	48	0.600	0.223	2.818E-19	71
311	Ublituximab	47.300	76	0.875	0.357	6.248E-17	64
311	ocrelizumab	46.000	76	0.875	0.357	2.228E-16	63
311	8932_L|veltuzumab|Humanized||L-KAPPA	44.700	76	0.875	0.357	3.061E-16	62
311	Rituximab	44.700	76	0.875	0.357	4.207E-16	62
311	Ibritumomab	44.700	76	0.875	0.364	1.501E-15	60
311	Mouse-Human	44.700	76	0.875	0.362	1.501E-15	60
5473	Rituximab	42.500	80	1.000	0.177	4.547E-17	64
5473	8932_H|veltuzumab|Humanized||H-GAMMA-1	41.200	80	1.000	0.177	5.782E-16	61
5473	Ibritumomab	38.200	81	1.000	0.183	4.595E-13	53
5473	Mouse-Human	38.200	81	1.000	0.181	4.595E-13	53
5473	Ublituximab	38.300	73	0.913	0.163	2.255E-12	51
5473	ocrelizumab	30.800	81	1.000	0.179	1.802E-09	43
5506	Rituximab	46.100	78	0.975	0.173	5.319E-19	70
5506	8932_H|veltuzumab|Humanized||H-GAMMA-1	43.500	78	0.975	0.173	3.309E-17	65
5506	Ibritumomab	43.000	79	0.975	0.178	2.228E-16	63
5506	Mouse-Human	43.000	79	0.975	0.177	2.228E-16	63
5506	Ublituximab	43.600	71	0.875	0.158	1.910E-14	57
5506	ocrelizumab	35.400	79	0.975	0.175	2.255E-12	51
5634	Rituximab	45.000	80	1.000	0.177	1.379E-18	69
5634	8932_H|veltuzumab|Humanized||H-GAMMA-1	42.500	80	1.000	0.177	8.585E-17	64
5634	Ibritumomab	43.400	69	0.863	0.156	1.011E-14	58
5634	Mouse-Human	43.400	69	0.863	0.154	1.011E-14	58
5634	Ublituximab	41.000	73	0.913	0.163	3.608E-14	56
5634	ocrelizumab	32.000	81	1.000	0.179	2.669E-10	45
5363	Rituximab	43.700	80	1.000	0.177	7.308E-19	70
5363	8932_H|veltuzumab|Humanized||H-GAMMA-1	43.700	80	1.000	0.177	3.578E-18	68
5363	Ibritumomab	42.000	69	0.863	0.156	5.353E-15	59
5363	Mouse-Human	42.000	69	0.863	0.154	5.353E-15	59
5363	Ublituximab	39.700	73	0.913	0.163	1.910E-14	57
5363	ocrelizumab	30.400	69	0.863	0.153	2.669E-10	45
170	Ofatumumab	48.600	71	0.812	0.336	3.895E-15	59
170	ocrelizumab	41.000	76	0.887	0.357	1.910E-14	57
170	8932_L|veltuzumab|Humanized||L-KAPPA	39.200	76	0.887	0.357	8.683E-13	52
170	Rituximab	35.800	76	0.887	0.357	2.876E-11	48
170	Ibritumomab	36.700	76	0.887	0.364	7.471E-11	47
170	Mouse-Human	36.700	76	0.887	0.362	7.471E-11	47
170	Ublituximab	36.700	76	0.887	0.357	1.027E-10	46
458	Ofatumumab	67.100	67	0.825	0.318	8.606E-25	87
458	ocrelizumab	50.600	72	0.900	0.329	5.319E-19	70
458	Rituximab	46.300	69	0.788	0.324	4.547E-17	64
458	Ibritumomab	46.300	69	0.788	0.330	6.248E-17	64
458	Mouse-Human	46.300	69	0.788	0.329	6.248E-17	64
458	8932_L|veltuzumab|Humanized||L-KAPPA	44.900	69	0.788	0.324	8.585E-17	64
458	Ublituximab	44.200	70	0.875	0.310	1.621E-16	63
3907	Rituximab	90.100	81	0.925	0.180	5.207E-49	156
3907	8932_H|veltuzumab|Humanized||H-GAMMA-1	81.200	80	0.913	0.177	4.633E-44	142
3907	Ibritumomab	76.800	82	0.925	0.185	4.509E-40	130
3907	Mouse-Human	76.800	82	0.925	0.183	4.509E-40	130
3907	ocrelizumab	65.400	81	0.913	0.179	8.297E-36	118
3907	Ublituximab	70.000	77	0.913	0.172	2.490E-33	111
3907	Ofatumumab	41.200	80	0.900	0.360	5.319E-19	70
3907	Ibritumomab	33.800	69	0.863	0.297	1.441E-06	34
3907	Mouse-Human	33.800	69	0.863	0.295	1.441E-06	34
3907	ocrelizumab	36.000	69	0.863	0.291	1.981E-06	34
3907	Ublituximab	33.300	61	0.762	0.286	1.336E-05	32
3907	8932_L|veltuzumab|Humanized||L-KAPPA	35.400	60	0.750	0.282	6.542E-05	30
3907	Ofatumumab	38.300	54	0.675	0.256	1.695E-04	29
5539	Rituximab	38.900	95	0.863	0.211	3.669E-10	45
5539	8932_H|veltuzumab|Humanized||H-GAMMA-1	39.700	93	0.837	0.206	6.935E-10	44
4038	Rituximab	91.300	81	0.938	0.180	7.796E-50	158
4038	8932_H|veltuzumab|Humanized||H-GAMMA-1	82.500	80	0.925	0.177	6.932E-45	144
4038	Ibritumomab	78.000	82	0.938	0.185	6.742E-41	133
4038	Mouse-Human	78.000	82	0.938	0.183	6.742E-41	133
4038	ocrelizumab	65.400	81	0.925	0.179	2.336E-36	120
4038	Ublituximab	71.200	77	0.925	0.172	3.718E-34	113
4038	Ofatumumab	41.200	80	0.913	0.360	1.493E-19	72
4038	Ibritumomab	33.800	70	0.875	0.297	3.163E-08	39
4038	Mouse-Human	33.800	70	0.875	0.295	3.163E-08	39
4038	ocrelizumab	35.200	70	0.875	0.291	5.978E-08	38
4038	Ublituximab	33.300	62	0.775	0.286	2.136E-07	37
4038	8932_L|veltuzumab|Humanized||L-KAPPA	35.400	61	0.762	0.282	1.049E-06	35
5542	8932_H|veltuzumab|Humanized||H-GAMMA-1	39.700	93	0.837	0.206	4.683E-09	42
5542	Rituximab	36.400	96	0.875	0.213	6.439E-09	41
65	Ofatumumab	59.200	75	0.887	0.355	2.230E-24	85
65	ocrelizumab	47.300	74	0.887	0.347	3.050E-20	74
65	Rituximab	46.000	74	0.887	0.347	2.818E-19	71
65	Ibritumomab	44.700	74	0.887	0.354	3.871E-19	70
65	Mouse-Human	44.700	74	0.887	0.352	3.871E-19	70
65	Ublituximab	43.400	74	0.887	0.347	1.895E-18	68
65	8932_L|veltuzumab|Humanized||L-KAPPA	44.700	74	0.887	0.347	2.604E-18	68
481	Ofatumumab	45.000	70	0.837	0.315	1.390E-14	57
481	ocrelizumab	49.200	63	0.775	0.139	4.958E-14	56
500	Ofatumumab	46.600	75	0.913	0.338	1.501E-15	60
500	ocrelizumab	41.300	75	0.913	0.166	4.261E-12	50
820	Ofatumumab	46.800	62	0.712	0.279	6.935E-10	44
820	ocrelizumab	38.400	62	0.712	0.137	1.981E-06	34
4095	Rituximab	98.700	80	0.988	0.177	1.424E-45	146
4095	8932_H|veltuzumab|Humanized||H-GAMMA-1	86.200	80	0.988	0.177	4.509E-40	130
4095	Mouse-Human	81.400	79	0.988	0.170	4.046E-35	116
4095	Ublituximab	79.700	79	0.988	0.172	6.443E-33	110
4095	ocrelizumab	70.300	81	0.988	0.179	1.215E-32	109
4095	Ibritumomab	73.000	76	0.950	0.165	2.448E-29	100
4095	Ofatumumab	60.700	79	0.950	0.356	1.282E-25	89
5345	Rituximab	43.500	78	0.975	0.173	2.408E-17	65
5345	8932_H|veltuzumab|Humanized||H-GAMMA-1	43.500	78	0.975	0.173	8.585E-17	64
5345	Ibritumomab	40.500	79	0.975	0.178	7.356E-15	58
5345	Mouse-Human	40.500	79	0.975	0.177	7.356E-15	58
5345	Ublituximab	40.900	66	0.825	0.147	3.343E-13	53
5345	ocrelizumab	35.400	79	0.975	0.175	4.261E-12	50
5569	Rituximab	38.900	95	0.863	0.211	1.941E-10	46
5569	8932_H|veltuzumab|Humanized||H-GAMMA-1	38.700	93	0.837	0.206	6.935E-10	44
3747	Rituximab	91.200	80	0.913	0.177	1.900E-41	134
3747	8932_H|veltuzumab|Humanized||H-GAMMA-1	78.700	80	0.913	0.177	4.403E-36	119
3747	Mouse-Human	75.300	76	0.913	0.170	2.891E-31	105
3747	Ublituximab	77.900	77	0.913	0.172	2.891E-31	105
3747	ocrelizumab	66.600	81	0.913	0.179	5.015E-30	102
3747	Ibritumomab	62.900	76	0.913	0.172	8.606E-25	87
3747	Ofatumumab	54.300	81	0.913	0.365	7.318E-23	81
37	Ofatumumab	54.500	77	0.887	0.365	5.757E-20	73
37	ocrelizumab	45.300	75	0.875	0.352	9.282E-18	66
37	8932_L|veltuzumab|Humanized||L-KAPPA	46.600	75	0.875	0.352	9.282E-18	66
37	Ublituximab	45.300	75	0.875	0.352	1.275E-17	66
37	Rituximab	45.300	75	0.875	0.352	4.547E-17	64
37	Ibritumomab	44.000	75	0.875	0.359	6.248E-17	64
37	Mouse-Human	44.000	75	0.875	0.357	6.248E-17	64
293	Ofatumumab	57.500	70	0.875	0.332	8.563E-21	75
293	ocrelizumab	47.900	73	0.913	0.333	1.275E-17	66
293	Ublituximab	57.400	54	0.675	0.254	4.547E-17	64
293	8932_L|veltuzumab|Humanized||L-KAPPA	57.400	54	0.675	0.254	6.248E-17	64
293	Rituximab	45.300	75	0.863	0.352	3.061E-16	62
293	Ibritumomab	45.300	75	0.863	0.359	1.092E-15	61
293	Mouse-Human	45.300	75	0.863	0.357	1.092E-15	61
3904	Rituximab	98.700	80	0.988	0.177	1.424E-45	146
3904	8932_H|veltuzumab|Humanized||H-GAMMA-1	87.500	80	0.988	0.177	9.255E-41	132
3904	Mouse-Human	81.400	79	0.988	0.170	1.321E-33	112
3904	Ublituximab	81.200	79	0.988	0.172	8.846E-33	109
3904	ocrelizumab	72.100	79	0.962	0.175	2.891E-31	105
3904	Ibritumomab	69.100	79	0.988	0.172	3.913E-27	93
3904	Ofatumumab	56.900	79	0.962	0.356	4.206E-24	85
4000	Ofatumumab	91.200	80	0.913	0.379	4.633E-44	142
4000	ocrelizumab	81.000	79	0.900	0.371	8.495E-40	130
4000	8932_L|veltuzumab|Humanized||L-KAPPA	77.200	79	0.900	0.371	2.543E-37	123
4000	Mouse-Human	73.400	79	0.900	0.376	7.625E-35	115
4000	Ublituximab	74.600	79	0.900	0.371	7.625E-35	115
4000	Rituximab	73.400	79	0.900	0.371	1.973E-34	114
4000	Ibritumomab	69.600	79	0.900	0.378	8.846E-33	109
4000	Ublituximab	36.000	61	0.637	0.136	4.348E-08	39
4000	ocrelizumab	35.300	65	0.637	0.144	8.219E-08	38
4000	8932_H|veltuzumab|Humanized||H-GAMMA-1	34.300	64	0.637	0.142	1.130E-07	38
4000	Mouse-Human	35.900	60	0.637	0.134	1.553E-07	37
4000	Rituximab	34.300	64	0.637	0.142	2.136E-07	37
4000	Ofatumumab	33.800	65	0.637	0.293	2.936E-07	36
4004	Ofatumumab	89.100	83	0.950	0.393	8.989E-48	153
4004	ocrelizumab	63.800	82	0.950	0.385	3.969E-31	105
4004	8932_L|veltuzumab|Humanized||L-KAPPA	57.800	82	0.950	0.385	1.641E-28	97
4004	Ibritumomab	57.800	82	0.950	0.392	7.379E-27	93
4004	Mouse-Human	57.800	82	0.950	0.390	7.379E-27	93
4004	Rituximab	54.200	82	0.950	0.385	6.799E-26	90
4004	Ublituximab	55.400	82	0.950	0.385	6.799E-26	90
4004	ocrelizumab	37.100	77	0.762	0.170	1.981E-06	34
4004	Rituximab	37.100	77	0.762	0.171	2.723E-06	34
4004	8932_H|veltuzumab|Humanized||H-GAMMA-1	37.100	77	0.762	0.171	3.743E-06	33
4004	Ublituximab	33.600	93	0.962	0.208	1.336E-05	32
4004	Ibritumomab	35.800	77	0.762	0.174	2.522E-05	31
4004	Mouse-Human	35.800	77	0.762	0.172	2.522E-05	31
5348	Rituximab	44.800	78	0.975	0.173	2.604E-18	68
5348	8932_H|veltuzumab|Humanized||H-GAMMA-1	42.300	78	0.975	0.173	1.621E-16	63
5348	Ibritumomab	41.700	79	0.975	0.178	1.501E-15	60
5348	Mouse-Human	41.700	79	0.975	0.177	1.501E-15	60
5348	Ublituximab	43.200	67	0.837	0.150	1.011E-14	58
5348	ocrelizumab	34.100	79	0.975	0.175	1.107E-11	49
3909	Rituximab	97.500	80	0.975	0.177	1.693E-47	152
3909	8932_H|veltuzumab|Humanized||H-GAMMA-1	86.200	80	0.975	0.177	1.099E-42	138
3909	Ublituximab	84.800	78	0.975	0.172	2.543E-37	123
3909	Mouse-Human	81.400	78	0.975	0.170	4.403E-36	119
3909	ocrelizumab	75.300	81	0.975	0.179	1.139E-35	118
3909	Ofatumumab	65.300	75	0.900	0.338	2.448E-29	100
3909	Ibritumomab	67.900	78	0.975	0.172	1.195E-28	98
3909	Ibritumomab	33.300	76	0.950	0.349	8.219E-08	38
3909	Ofatumumab	34.700	71	0.887	0.318	8.219E-08	38
3909	Mouse-Human	33.300	76	0.950	0.348	1.130E-07	38
3909	Ublituximab	32.400	76	0.950	0.343	2.936E-07	36
3909	Rituximab	32.400	76	0.950	0.343	7.627E-07	35
4037	Rituximab	72.500	80	0.725	0.177	1.139E-35	118
4037	8932_H|veltuzumab|Humanized||H-GAMMA-1	59.700	87	0.788	0.193	7.483E-31	104
4037	Ibritumomab	59.000	88	0.788	0.199	1.511E-27	94
4037	Mouse-Human	59.000	88	0.788	0.197	1.511E-27	94
4037	Ublituximab	51.000	98	0.938	0.219	4.562E-25	87
4037	ocrelizumab	48.100	81	0.725	0.179	2.056E-23	83
4037	Ofatumumab	38.100	76	0.675	0.342	5.353E-15	59
4037	Ibritumomab	32.300	62	0.675	0.297	2.522E-05	31
4037	Mouse-Human	32.300	62	0.675	0.295	2.522E-05	31
4037	ocrelizumab	32.300	62	0.675	0.291	6.542E-05	30
3736	Ofatumumab	50.600	75	0.738	0.355	1.087E-19	72
3736	ocrelizumab	51.300	74	0.738	0.347	1.275E-17	66
3736	Ibritumomab	45.300	75	0.750	0.359	2.834E-15	59
3736	Mouse-Human	45.300	75	0.750	0.357	2.834E-15	59
3736	Rituximab	45.300	75	0.750	0.352	2.834E-15	59
3736	Ublituximab	44.000	75	0.750	0.352	7.356E-15	58
3736	8932_L|veltuzumab|Humanized||L-KAPPA	44.500	74	0.738	0.347	1.011E-14	58
3960	Ofatumumab	87.500	80	0.875	0.379	1.900E-41	134
3960	ocrelizumab	77.200	79	0.863	0.371	3.491E-37	122
3960	8932_L|veltuzumab|Humanized||L-KAPPA	73.400	79	0.863	0.371	1.047E-34	115
3960	Mouse-Human	69.600	79	0.863	0.376	3.143E-32	108
3960	Ublituximab	70.800	79	0.863	0.371	3.143E-32	108
3960	Rituximab	69.600	79	0.863	0.371	8.135E-32	107
3960	Ibritumomab	65.800	79	0.863	0.378	3.652E-30	102
3960	Ublituximab	36.000	61	0.600	0.136	1.553E-07	37
3960	ocrelizumab	35.300	65	0.600	0.144	2.936E-07	36
3960	8932_H|veltuzumab|Humanized||H-GAMMA-1	34.300	64	0.600	0.142	4.036E-07	36
3960	Mouse-Human	35.900	60	0.600	0.134	5.548E-07	36
3960	Rituximab	34.300	64	0.600	0.142	7.627E-07	35
3960	Ofatumumab	33.800	65	0.600	0.293	1.049E-06	35
718	Ofatumumab	32.400	75	0.938	0.333	1.641E-12	51
718	ocrelizumab	33.700	80	0.975	0.177	3.953E-11	48
814	Ofatumumab	37.300	67	0.812	0.302	3.100E-12	51
814	ocrelizumab	35.000	80	0.975	0.177	8.052E-12	49
4188	Ofatumumab	55.000	76	0.950	0.355	6.266E-25	87
4188	Ibritumomab	52.500	76	0.950	0.354	1.497E-23	83
4188	Mouse-Human	52.500	76	0.950	0.352	1.497E-23	83
4188	Ublituximab	51.200	76	0.950	0.347	2.824E-23	82
4188	Rituximab	51.200	76	0.950	0.347	3.879E-23	82
4188	ocrelizumab	51.200	76	0.950	0.347	5.328E-23	81
4188	8932_L|veltuzumab|Humanized||L-KAPPA	45.000	76	0.950	0.347	3.050E-20	74
702	ocrelizumab	36.200	80	0.975	0.177	2.432E-13	54
702	Ofatumumab	34.300	67	0.812	0.302	6.317E-13	53
798	Ofatumumab	50.000	62	0.712	0.279	1.027E-10	46
798	ocrelizumab	40.000	62	0.712	0.137	2.936E-07	36
5522	Rituximab	38.900	95	0.863	0.211	8.052E-12	49
5522	8932_H|veltuzumab|Humanized||H-GAMMA-1	39.700	93	0.837	0.206	3.953E-11	48
788	Ofatumumab	37.300	67	0.812	0.302	4.595E-13	53
788	ocrelizumab	38.300	73	0.887	0.162	1.522E-11	49
412	Ofatumumab	69.400	71	0.825	0.336	9.337E-26	89
412	ocrelizumab	51.900	75	0.887	0.352	4.916E-22	79
412	Ublituximab	50.600	75	0.887	0.352	4.538E-21	76
412	8932_L|veltuzumab|Humanized||L-KAPPA	50.600	75	0.887	0.352	1.176E-20	75
412	Ibritumomab	49.300	75	0.887	0.359	3.050E-20	74
412	Mouse-Human	49.300	75	0.887	0.357	3.050E-20	74
412	Rituximab	48.000	75	0.887	0.352	7.308E-19	70
4145	Rituximab	91.300	81	0.938	0.180	1.847E-48	154
4145	8932_H|veltuzumab|Humanized||H-GAMMA-1	83.700	80	0.925	0.177	3.375E-44	142
4145	Ibritumomab	80.200	81	0.925	0.183	4.509E-40	130
4145	Mouse-Human	80.200	81	0.925	0.181	4.509E-40	130
4145	Ublituximab	80.800	73	0.837	0.163	3.207E-36	119
4145	ocrelizumab	66.600	81	0.925	0.179	1.139E-35	118
4145	Ofatumumab	40.500	79	0.913	0.356	5.319E-19	70
4145	Ibritumomab	36.200	57	0.712	0.268	2.136E-07	37
4145	Mouse-Human	36.200	57	0.712	0.267	2.136E-07	37
4145	ocrelizumab	37.900	57	0.712	0.263	4.036E-07	36
4145	Ublituximab	33.300	62	0.775	0.286	7.627E-07	35
4145	8932_L|veltuzumab|Humanized||L-KAPPA	35.400	61	0.762	0.282	3.743E-06	33
5329	Rituximab	45.000	80	1.000	0.177	1.004E-18	69
5329	8932_H|veltuzumab|Humanized||H-GAMMA-1	43.700	80	1.000	0.177	1.275E-17	66
5329	Ibritumomab	40.700	81	1.000	0.183	3.895E-15	59
5329	Mouse-Human	40.700	81	1.000	0.181	3.895E-15	59
5329	Ublituximab	40.500	69	0.863	0.154	8.683E-13	52
5329	ocrelizumab	33.300	81	1.000	0.179	2.092E-11	48
5585	Rituximab	37.800	95	0.863	0.211	6.935E-10	44
5585	8932_H|veltuzumab|Humanized||H-GAMMA-1	38.700	93	0.837	0.206	1.802E-09	43
3765	Rituximab	92.500	80	0.925	0.177	2.256E-43	140
3765	8932_H|veltuzumab|Humanized||H-GAMMA-1	83.700	80	0.925	0.177	8.495E-40	130
3765	Ublituximab	83.100	77	0.925	0.172	5.105E-34	113
3765	Mouse-Human	77.700	76	0.925	0.170	1.667E-32	109
3765	ocrelizumab	71.600	81	0.925	0.179	3.143E-32	108
3765	Ofatumumab	61.800	76	0.863	0.342	1.911E-26	91
3765	Ibritumomab	64.100	76	0.925	0.172	4.562E-25	87
3861	Rituximab	95.100	82	0.988	0.182	1.954E-45	146
3861	8932_H|veltuzumab|Humanized||H-GAMMA-1	84.100	82	0.988	0.182	1.270E-40	132
3861	Ublituximab	81.000	79	0.988	0.176	1.437E-34	115
3861	Mouse-Human	78.300	79	0.988	0.174	1.814E-33	111
3861	ocrelizumab	69.800	83	0.988	0.184	3.143E-32	108
3861	Ibritumomab	66.200	79	0.988	0.176	5.373E-27	93
3861	Ofatumumab	55.400	83	0.988	0.374	1.282E-25	89
27	Ofatumumab	57.800	76	0.875	0.360	3.579E-22	79
27	ocrelizumab	50.600	75	0.875	0.352	3.050E-20	74
27	8932_L|veltuzumab|Humanized||L-KAPPA	49.300	75	0.875	0.352	3.871E-19	70
27	Rituximab	45.300	75	0.875	0.352	4.916E-18	67
27	Ibritumomab	44.000	75	0.875	0.359	6.755E-18	67
27	Mouse-Human	44.000	75	0.875	0.357	6.755E-18	67
27	Ublituximab	42.600	75	0.875	0.352	3.309E-17	65
443	Rituximab	50.700	69	0.788	0.324	1.180E-16	63
443	Ibritumomab	50.700	69	0.788	0.330	1.621E-16	63
443	Mouse-Human	50.700	69	0.788	0.329	1.621E-16	63
443	ocrelizumab	49.200	69	0.788	0.324	2.228E-16	63
443	Ublituximab	49.200	69	0.788	0.324	5.782E-16	61
443	8932_L|veltuzumab|Humanized||L-KAPPA	46.300	69	0.788	0.324	5.353E-15	59
539	Ofatumumab	53.200	61	0.725	0.275	6.248E-17	64
539	ocrelizumab	47.600	61	0.725	0.135	1.390E-14	57
3944	Ofatumumab	91.200	80	0.913	0.379	6.006E-47	150
3944	ocrelizumab	65.000	79	0.913	0.371	2.660E-30	102
3944	8932_L|veltuzumab|Humanized||L-KAPPA	58.200	78	0.900	0.366	5.373E-27	93
3944	Ibritumomab	58.200	78	0.900	0.373	3.322E-25	88
3944	Mouse-Human	58.200	78	0.900	0.371	3.322E-25	88
3944	Rituximab	54.400	78	0.900	0.366	2.230E-24	85
3944	Ublituximab	55.600	78	0.900	0.366	2.230E-24	85
3944	Rituximab	34.300	96	0.975	0.213	7.627E-07	35
3944	ocrelizumab	35.700	97	0.975	0.215	7.627E-07	35
3944	8932_H|veltuzumab|Humanized||H-GAMMA-1	34.300	96	0.975	0.213	1.981E-06	34
3944	Ublituximab	33.600	93	0.975	0.208	5.145E-06	33
3944	Ibritumomab	34.600	97	0.975	0.219	7.071E-06	33
3944	Mouse-Human	34.600	97	0.975	0.217	7.071E-06	33
227	Ofatumumab	60.500	71	0.887	0.332	3.303E-21	76
227	ocrelizumab	49.200	71	0.887	0.333	3.309E-17	65
227	Ibritumomab	55.500	54	0.675	0.258	2.062E-15	60
227	Mouse-Human	55.500	54	0.675	0.257	2.062E-15	60
227	Ublituximab	53.700	54	0.675	0.254	5.353E-15	59
227	Rituximab	53.700	54	0.675	0.254	7.356E-15	58
227	8932_L|veltuzumab|Humanized||L-KAPPA	45.300	73	0.913	0.343	1.011E-14	58
323	Ofatumumab	73.500	53	0.663	0.246	1.750E-21	77
323	ocrelizumab	56.100	57	0.712	0.268	1.379E-18	69
323	Rituximab	45.300	75	0.863	0.352	9.282E-18	66
323	Ublituximab	46.600	75	0.863	0.352	1.275E-17	66
323	Ibritumomab	45.300	75	0.863	0.359	3.309E-17	65
323	Mouse-Human	45.300	75	0.863	0.357	3.309E-17	65
323	8932_L|veltuzumab|Humanized||L-KAPPA	52.600	57	0.712	0.268	4.547E-17	64
178	Ofatumumab	45.400	71	0.812	0.336	1.770E-13	54
530	Ofatumumab	37.300	67	0.812	0.302	3.343E-13	53
530	ocrelizumab	36.200	80	0.975	0.177	1.641E-12	51
